,week_end,Province,numtotal_atleast1dose,numtotal_partially,numtotal_fully,proptotal_atleast1dose,proptotal_partially,proptotal_fully,numeligible_atleast1dose,numeligible_partially,numeligible_fully,propeligible_atleast1dose,propeligible_partially,propeligible_fully
51,2021-01-16,PEI,4293,2906.0,1387.0,2.69,1.82,0.87,,,,,,
52,2021-01-16,NS,5740,3533.0,2207.0,0.59,0.36,0.23,,,,,,
53,2021-01-16,NB,7918,5353.0,2565.0,1.01,0.68,0.33,,,,,,
54,2021-01-16,QC,145783,145783.0,,1.7,1.7,,,,,,,
55,2021-01-16,ON,189240,178383.0,10857.0,1.28,1.21,0.07,,,,,,
56,2021-01-16,MB,16499,14355.0,2144.0,1.2,1.04,0.16,,,,,,
57,2021-01-16,SK,14283,12551.0,1732.0,1.21,1.06,0.15,,,,,,
58,2021-01-16,AB,81859,77784.0,4075.0,1.85,1.76,0.09,,,,,,
59,2021-01-16,BC,89715,89668.0,47.0,1.74,1.74,0.0,,,,,,
60,2021-01-16,YT,1309,1309.0,0.0,3.11,3.11,0.0,,,,,,
61,2021-01-16,NT,1891,1891.0,0.0,4.19,4.19,0.0,,,,,,
62,2021-01-16,NU,2141,2141.0,0.0,5.44,5.44,0.0,,,,,,
63,2021-01-23,CAN,775500,716206.0,59294.0,2.04,1.88,0.16,,,,,,
64,2021-01-23,NL,7448,5711.0,1737.0,1.43,1.09,0.33,,,,,,
65,2021-01-23,PEI,5211,3327.0,1884.0,3.26,2.08,1.18,,,,,,
66,2021-01-23,NS,8288,5580.0,2708.0,0.85,0.57,0.28,,,,,,
67,2021-01-23,NB,11516,8675.0,2841.0,1.47,1.11,0.36,,,,,,
68,2021-01-23,QC,218827,218827.0,,2.55,2.55,,,,,,,
69,2021-01-23,ON,249132,217691.0,31441.0,1.69,1.48,0.21,,,,,,
70,2021-01-23,MB,25839,22443.0,3396.0,1.87,1.63,0.25,,,,,,
71,2021-01-23,SK,23663,21205.0,2458.0,2.01,1.8,0.21,,,,,,
72,2021-01-23,AB,89557,80088.0,9469.0,2.03,1.81,0.21,,,,,,
73,2021-01-23,BC,118150,114790.0,3360.0,2.3,2.23,0.07,,,,,,
74,2021-01-23,YT,3950,3950.0,0.0,9.39,9.39,0.0,,,,,,
75,2021-01-23,NT,9471,9471.0,0.0,20.97,20.97,0.0,,,,,,
76,2021-01-23,NU,4448,4448.0,0.0,11.3,11.3,0.0,,,,,,
77,2021-01-30,CAN,859240,745591.0,113649.0,2.26,1.96,0.3,,,,,,
78,2021-01-30,NL,8353,5591.0,2762.0,1.6,1.07,0.53,,,,,,
79,2021-01-30,PEI,5279,2714.0,2565.0,3.31,1.7,1.61,,,,,,
80,2021-01-30,NS,12090,9361.0,2729.0,1.23,0.96,0.28,,,,,,
81,2021-01-30,NB,12791,8326.0,4465.0,1.64,1.07,0.57,,,,,,
82,2021-01-30,QC,239485,239485.0,,2.79,2.79,,,,,,,
83,2021-01-30,ON,270795,201946.0,68849.0,1.84,1.37,0.47,,,,,,
