,Province,date,numconf,numprob,numdeaths,numtotal,ratetests,numtoday,percentoday,ratetotal,ratedeaths,numdeathstoday,percentdeath,percentactive,numactive,rateactive,numtotal_last14,ratetotal_last14,numdeaths_last14,ratedeaths_last14,numtotal_last7,ratetotal_last7,numdeaths_last7,ratedeaths_last7,avgtotal_last7,avgincidence_last7,avgdeaths_last7,avgratedeaths_last7
6196,ON,2021-04-24,441404,0.0,7887.0,441404,924922.0,4094,0.94,2995.82,53.53,24.0,1.79,9.4,41473.0,281.48,59252.0,402.14,356.0,2.42,28659.0,194.51,189.0,1.28,4094.0,27.79,27.0,0.18
6197,QC,2021-04-24,343794,0.0,10869.0,343794,937555.0,1106,0.32,4009.46,126.76,13.0,3.16,3.27,11258.0,131.3,18946.0,220.96,132.0,1.54,8186.0,95.47,76.0,0.89,1169.0,13.64,11.0,0.13
6198,NL,2021-04-24,1056,0.0,6.0,1056,456519.0,3,0.28,202.26,1.15,0.0,0.57,2.56,27.0,5.17,27.0,5.17,0.0,0.0,14.0,2.68,0.0,0.0,2.0,0.38,0.0,0.0
6199,NB,2021-04-24,1847,0.0,35.0,1847,371992.0,8,0.44,236.35,4.48,1.0,1.89,7.42,137.0,17.53,134.0,17.15,2.0,0.26,69.0,8.83,2.0,0.26,10.0,1.26,0.0,0.04
6200,NS,2021-04-24,1990,0.0,67.0,1990,497661.0,52,2.68,203.2,6.84,0.0,3.37,10.1,201.0,20.52,227.0,23.18,1.0,0.1,190.0,19.4,0.0,0.0,27.0,2.77,0.0,0.0
6201,PEI,2021-04-24,175,0.0,0.0,175,866067.0,0,0.0,109.63,0.0,0.0,0.0,6.29,11.0,6.89,13.0,8.14,0.0,0.0,8.0,5.01,0.0,0.0,1.0,0.72,0.0,0.0
6202,YT,2021-04-24,80,0.0,1.0,80,210810.0,0,0.0,190.24,2.38,0.0,1.25,2.5,2.0,4.76,6.0,14.27,0.0,0.0,4.0,9.51,0.0,0.0,1.0,1.36,0.0,0.0
6203,NT,2021-04-24,48,0.0,0.0,48,389208.0,0,0.0,106.29,0.0,0.0,0.0,10.42,5.0,11.07,5.0,11.07,0.0,0.0,5.0,11.07,0.0,0.0,1.0,1.58,0.0,0.0
6204,NU,2021-04-24,448,0.0,4.0,448,278479.0,7,1.59,1138.41,10.16,0.0,0.89,9.15,41.0,104.19,53.0,134.68,0.0,0.0,34.0,86.4,0.0,0.0,5.0,12.34,0.0,0.0
6206,CAN,2021-04-24,1172885,0.0,23936.0,1172885,807923.0,8305,0.71,3086.11,62.98,57.0,2.04,7.44,87243.0,229.56,119066.0,313.29,640.0,1.68,57953.0,152.49,345.0,0.91,8279.0,21.78,49.0,0.13
6207,BC,2021-04-25,125486,0.0,1568.0,125486,472143.0,847,0.68,2437.7,30.46,5.0,1.25,8.59,10779.0,209.39,13627.0,264.72,59.0,1.15,6446.0,125.22,38.0,0.74,921.0,17.89,5.0,0.11
6208,AB,2021-04-25,181806,0.0,2067.0,181806,914067.0,1437,0.8,4111.51,46.74,3.0,1.14,11.08,20136.0,455.37,20904.0,472.74,54.0,1.22,11011.0,249.01,27.0,0.61,1573.0,35.57,4.0,0.09
6209,SK,2021-04-25,39932,0.0,475.0,39932,634847.0,249,0.63,3387.85,40.3,2.0,1.19,6.3,2515.0,213.37,3628.0,307.8,21.0,1.78,1774.0,150.51,10.0,0.85,253.0,21.5,1.0,0.12
6210,MB,2021-04-25,37598,0.0,967.0,37598,478697.0,259,0.69,2725.95,70.11,0.0,2.57,5.38,2024.0,146.75,2385.0,172.92,18.0,1.31,1439.0,104.33,8.0,0.58,206.0,14.9,1.0,0.08
6211,ON,2021-04-25,445351,0.0,7911.0,445351,928463.0,3947,0.89,3022.6,53.69,24.0,1.78,9.24,41157.0,279.33,58743.0,398.69,359.0,2.44,28356.0,192.45,195.0,1.32,4051.0,27.49,28.0,0.19
6212,QC,2021-04-25,344808,0.0,10878.0,344808,941968.0,1014,0.29,4021.29,126.86,9.0,3.15,3.14,10844.0,126.47,18425.0,214.88,136.0,1.59,7856.0,91.62,77.0,0.9,1122.0,13.09,11.0,0.13
6213,NL,2021-04-25,1058,0.0,6.0,1058,457720.0,2,0.19,202.64,1.15,0.0,0.57,2.74,29.0,5.55,29.0,5.55,0.0,0.0,15.0,2.87,0.0,0.0,2.0,0.41,0.0,0.0
6214,NB,2021-04-25,1851,0.0,35.0,1851,373186.0,4,0.22,236.86,4.48,0.0,1.89,7.08,131.0,16.76,129.0,16.51,2.0,0.26,63.0,8.06,2.0,0.26,9.0,1.15,0.0,0.04
6215,NS,2021-04-25,2053,0.0,67.0,2053,505738.0,63,3.17,209.63,6.84,0.0,3.26,12.81,263.0,26.85,285.0,29.1,1.0,0.1,246.0,25.12,0.0,0.0,35.0,3.59,0.0,0.0
6216,PEI,2021-04-25,175,0.0,0.0,175,871336.0,0,0.0,109.63,0.0,0.0,0.0,6.29,11.0,6.89,13.0,8.14,0.0,0.0,5.0,3.13,0.0,0.0,1.0,0.45,0.0,0.0
6217,YT,2021-04-25,80,0.0,1.0,80,211072.0,0,0.0,190.24,2.38,0.0,1.25,2.5,2.0,4.76,6.0,14.27,0.0,0.0,4.0,9.51,0.0,0.0,1.0,1.36,0.0,0.0
6218,NT,2021-04-25,48,0.0,0.0,48,394810.0,0,0.0,106.29,0.0,0.0,0.0,10.42,5.0,11.07,5.0,11.07,0.0,0.0,5.0,11.07,0.0,0.0,1.0,1.58,0.0,0.0
6219,NU,2021-04-25,455,0.0,4.0,455,282698.0,7,1.56,1156.2,10.16,0.0,0.88,10.33,47.0,119.43,60.0,152.47,0.0,0.0,38.0,96.56,0.0,0.0,5.0,13.79,0.0,0.0
6221,CAN,2021-04-25,1180714,0.0,23979.0,1180714,811487.0,7829,0.67,3106.71,63.09,43.0,2.03,7.45,87943.0,231.4,118239.0,311.11,650.0,1.71,57258.0,150.66,357.0,0.94,8180.0,21.52,51.0,0.13
6222,BC,2021-04-26,126249,0.0,1571.0,126249,474237.0,763,0.61,2452.53,30.52,3.0,1.24,6.68,8437.0,163.9,13420.0,260.7,58.0,1.13,6209.0,120.62,33.0,0.64,887.0,17.23,5.0,0.09
6223,AB,2021-04-26,183301,0.0,2060.0,183301,917918.0,1495,0.82,4145.32,46.59,-7.0,1.12,11.25,20624.0,466.41,21263.0,480.86,42.0,0.95,11115.0,251.36,17.0,0.38,1588.0,35.91,2.0,0.05
6224,SK,2021-04-26,40177,0.0,476.0,40177,637496.0,245,0.61,3408.64,40.38,1.0,1.18,6.32,2538.0,215.33,3573.0,303.14,21.0,1.78,1775.0,150.59,11.0,0.93,254.0,21.51,2.0,0.13
6225,MB,2021-04-26,37807,0.0,968.0,37807,480952.0,209,0.56,2741.1,70.18,1.0,2.56,5.53,2092.0,151.68,2483.0,180.02,19.0,1.38,1548.0,112.23,9.0,0.65,221.0,16.03,1.0,0.09
6226,ON,2021-04-26,448861,0.0,7935.0,448861,931632.0,3510,0.79,3046.43,53.85,24.0,1.77,9.04,40586.0,275.46,57852.0,392.64,368.0,2.5,27419.0,186.09,200.0,1.36,3917.0,26.58,29.0,0.19
6227,QC,2021-04-26,345697,0.0,10886.0,345697,945368.0,889,0.26,4031.65,126.96,8.0,3.15,3.0,10370.0,120.94,17715.0,206.6,142.0,1.66,7653.0,89.25,70.0,0.82,1093.0,12.75,10.0,0.12
6228,NL,2021-04-26,1062,0.0,6.0,1062,458975.0,4,0.38,203.41,1.15,0.0,0.56,3.01,32.0,6.13,32.0,6.13,0.0,0.0,16.0,3.06,0.0,0.0,2.0,0.44,0.0,0.0
6229,NB,2021-04-26,1858,0.0,35.0,1858,374151.0,7,0.38,237.76,4.48,0.0,1.88,6.62,123.0,15.74,126.0,16.12,2.0,0.26,61.0,7.81,2.0,0.26,9.0,1.12,0.0,0.04
6230,NS,2021-04-26,2119,0.0,67.0,2119,513417.0,66,3.21,216.37,6.84,0.0,3.16,15.24,323.0,32.98,344.0,35.13,1.0,0.1,297.0,30.33,0.0,0.0,42.0,4.33,0.0,0.0
6231,PEI,2021-04-26,177,0.0,0.0,177,874512.0,2,1.14,110.88,0.0,0.0,0.0,6.21,11.0,6.89,12.0,7.52,0.0,0.0,4.0,2.51,0.0,0.0,1.0,0.36,0.0,0.0
6232,YT,2021-04-26,81,0.0,2.0,81,211452.0,1,1.25,192.62,4.76,1.0,2.47,0.0,0.0,0.0,6.0,14.27,1.0,2.38,4.0,9.51,1.0,2.38,1.0,1.36,0.0,0.34
6233,NT,2021-04-26,51,0.0,0.0,51,397400.0,3,6.25,112.93,0.0,0.0,0.0,15.69,8.0,17.71,8.0,17.71,0.0,0.0,8.0,17.71,0.0,0.0,1.0,2.53,0.0,0.0
6234,NU,2021-04-26,464,0.0,4.0,464,287577.0,9,1.98,1179.07,10.16,0.0,0.86,10.13,47.0,119.43,69.0,175.34,0.0,0.0,41.0,104.19,0.0,0.0,6.0,14.88,0.0,0.0
6236,CAN,2021-04-26,1187917,0.0,24010.0,1187917,814635.0,7203,0.61,3125.67,63.18,31.0,2.02,7.17,85191.0,224.16,116903.0,307.6,654.0,1.72,56150.0,147.74,343.0,0.9,8021.0,21.11,49.0,0.13
6237,BC,2021-04-27,127048,0.0,1571.0,127048,475837.0,799,0.63,2468.05,30.52,0.0,1.24,6.55,8327.0,161.76,13346.0,259.26,56.0,1.09,6159.0,119.65,32.0,0.62,880.0,17.09,5.0,0.09
6238,AB,2021-04-27,184840,0.0,2067.0,184840,921276.0,1539,0.84,4180.13,46.74,7.0,1.12,11.21,20721.0,468.6,21721.0,491.22,46.0,1.04,11309.0,255.75,18.0,0.41,1616.0,36.54,3.0,0.06
6239,SK,2021-04-27,40401,0.0,482.0,40401,639926.0,224,0.56,3427.64,40.89,6.0,1.19,6.23,2518.0,213.63,3509.0,297.71,25.0,2.12,1749.0,148.39,17.0,1.44,250.0,21.2,2.0,0.21
6240,MB,2021-04-27,38022,0.0,968.0,38022,483063.0,215,0.57,2756.69,70.18,0.0,2.55,5.71,2170.0,157.33,2569.0,186.26,17.0,1.23,1554.0,112.67,8.0,0.58,222.0,16.1,1.0,0.08
6241,ON,2021-04-27,452126,0.0,7964.0,452126,933927.0,3265,0.73,3068.59,54.05,29.0,1.76,8.83,39914.0,270.9,57447.0,389.89,382.0,2.59,27215.0,184.71,207.0,1.4,3888.0,26.39,30.0,0.2
6242,QC,2021-04-27,346596,0.0,10896.0,346596,948575.0,899,0.26,4042.14,127.07,10.0,3.14,2.89,10009.0,116.73,17124.0,199.71,140.0,1.63,7416.0,86.49,64.0,0.75,1059.0,12.36,9.0,0.11
6243,NL,2021-04-27,1062,0.0,6.0,1062,460005.0,0,0.0,203.41,1.15,0.0,0.56,2.64,28.0,5.36,31.0,5.94,0.0,0.0,14.0,2.68,0.0,0.0,2.0,0.38,0.0,0.0
6244,NB,2021-04-27,1882,0.0,36.0,1882,375543.0,24,1.29,240.83,4.61,1.0,1.91,7.33,138.0,17.66,146.0,18.68,3.0,0.38,85.0,10.88,3.0,0.38,12.0,1.55,0.0,0.05
6245,NS,2021-04-27,2215,0.0,67.0,2215,524991.0,96,4.53,226.17,6.84,0.0,3.02,18.92,419.0,42.78,434.0,44.32,1.0,0.1,384.0,39.21,0.0,0.0,55.0,5.6,0.0,0.0
6246,PEI,2021-04-27,177,0.0,0.0,177,878547.0,0,0.0,110.88,0.0,0.0,0.0,6.21,11.0,6.89,12.0,7.52,0.0,0.0,3.0,1.88,0.0,0.0,0.0,0.27,0.0,0.0
6247,YT,2021-04-27,81,0.0,2.0,81,211952.0,0,0.0,192.62,4.76,0.0,2.47,0.0,0.0,0.0,6.0,14.27,1.0,2.38,4.0,9.51,1.0,2.38,1.0,1.36,0.0,0.34
6248,NT,2021-04-27,51,0.0,0.0,51,398220.0,0,0.0,112.93,0.0,0.0,0.0,15.69,8.0,17.71,8.0,17.71,0.0,0.0,8.0,17.71,0.0,0.0,1.0,2.53,0.0,0.0
6249,NU,2021-04-27,472,0.0,4.0,472,291591.0,8,1.72,1199.4,10.16,0.0,0.85,10.38,49.0,124.51,77.0,195.66,0.0,0.0,44.0,111.81,0.0,0.0,6.0,15.97,0.0,0.0
6251,CAN,2021-04-27,1194986,0.0,24063.0,1194986,817371.0,7069,0.6,3144.27,63.31,53.0,2.01,7.06,84312.0,221.84,116430.0,306.35,671.0,1.77,55944.0,147.2,350.0,0.92,7992.0,21.03,50.0,0.13
6252,BC,2021-04-28,127889,0.0,1576.0,127889,477507.0,841,0.66,2484.39,30.62,5.0,1.23,6.46,8256.0,160.38,13019.0,252.91,55.0,1.07,6138.0,119.24,30.0,0.58,877.0,17.03,4.0,0.08
6253,AB,2021-04-28,186679,0.0,2073.0,186679,924384.0,1839,0.99,4221.71,46.88,6.0,1.11,11.22,20938.0,473.51,22148.0,500.87,44.0,1.0,11449.0,258.92,21.0,0.47,1636.0,36.99,3.0,0.07
6254,SK,2021-04-28,40614,0.0,486.0,40614,642810.0,213,0.53,3445.72,41.23,4.0,1.2,6.02,2443.0,207.27,3523.0,298.89,28.0,2.38,1731.0,146.86,17.0,1.44,247.0,20.98,2.0,0.21
6255,MB,2021-04-28,38209,0.0,971.0,38209,485181.0,187,0.49,2770.25,70.4,3.0,2.54,5.77,2204.0,159.8,2674.0,193.87,17.0,1.23,1580.0,114.55,10.0,0.73,226.0,16.36,1.0,0.1
6256,ON,2021-04-28,455606,0.0,7988.0,455606,936235.0,3480,0.77,3092.21,54.21,24.0,1.75,8.53,38853.0,263.7,56771.0,385.31,378.0,2.57,26483.0,179.74,199.0,1.35,3783.0,25.68,28.0,0.19
6257,QC,2021-04-28,347690,0.0,10903.0,347690,952328.0,1094,0.32,4054.9,127.16,7.0,3.14,2.86,9953.0,116.08,16659.0,194.28,140.0,1.63,7293.0,85.05,65.0,0.76,1042.0,12.15,9.0,0.11
6258,NL,2021-04-28,1066,0.0,6.0,1066,461099.0,4,0.38,204.17,1.15,0.0,0.56,2.91,31.0,5.94,32.0,6.13,0.0,0.0,17.0,3.26,0.0,0.0,2.0,0.47,0.0,0.0
6259,NB,2021-04-28,1890,0.0,36.0,1890,378447.0,8,0.43,241.85,4.61,0.0,1.9,6.51,123.0,15.74,138.0,17.66,3.0,0.38,86.0,11.0,2.0,0.26,12.0,1.57,0.0,0.04
6260,NS,2021-04-28,2290,0.0,67.0,2290,535163.0,75,3.39,233.83,6.84,0.0,2.93,21.35,489.0,49.93,507.0,51.77,1.0,0.1,434.0,44.32,0.0,0.0,62.0,6.33,0.0,0.0
6261,PEI,2021-04-28,179,0.0,0.0,179,884329.0,2,1.13,112.14,0.0,0.0,0.0,6.15,11.0,6.89,14.0,8.77,0.0,0.0,5.0,3.13,0.0,0.0,1.0,0.45,0.0,0.0
6262,YT,2021-04-28,81,0.0,2.0,81,212071.0,0,0.0,192.62,4.76,0.0,2.47,0.0,0.0,0.0,5.0,11.89,1.0,2.38,3.0,7.13,1.0,2.38,0.0,1.02,0.0,0.34
6263,NT,2021-04-28,51,0.0,0.0,51,401076.0,0,0.0,112.93,0.0,0.0,0.0,11.76,6.0,13.29,8.0,17.71,0.0,0.0,6.0,13.29,0.0,0.0,1.0,1.9,0.0,0.0
6264,NU,2021-04-28,478,0.0,4.0,478,294997.0,6,1.27,1214.65,10.16,0.0,0.84,10.46,50.0,127.06,83.0,210.91,0.0,0.0,49.0,124.51,0.0,0.0,7.0,17.79,0.0,0.0
6266,CAN,2021-04-28,1202735,0.0,24112.0,1202735,820235.0,7749,0.65,3164.66,63.44,49.0,2.0,6.93,83357.0,219.33,115581.0,304.12,667.0,1.76,55274.0,145.44,345.0,0.91,7896.0,20.78,49.0,0.13
6267,BC,2021-04-29,128742,0.0,1577.0,128742,479682.0,853,0.67,2500.96,30.63,1.0,1.22,6.39,8228.0,159.84,12667.0,246.07,53.0,1.03,5985.0,116.27,27.0,0.52,855.0,16.61,4.0,0.07
6268,AB,2021-04-29,188727,0.0,2075.0,188727,928676.0,2048,1.1,4268.03,46.93,2.0,1.1,11.33,21385.0,483.62,22550.0,509.96,41.0,0.93,11640.0,263.24,21.0,0.47,1663.0,37.61,3.0,0.07
6269,SK,2021-04-29,40824,0.0,487.0,40824,645615.0,210,0.52,3463.53,41.32,1.0,1.19,5.9,2408.0,204.3,3430.0,291.0,27.0,2.29,1677.0,142.28,17.0,1.44,240.0,20.33,2.0,0.21
6270,MB,2021-04-29,38434,0.0,973.0,38434,487895.0,225,0.59,2786.56,70.54,2.0,2.53,5.88,2258.0,163.71,2746.0,199.09,18.0,1.31,1546.0,112.09,11.0,0.8,221.0,16.01,2.0,0.11
6271,ON,2021-04-29,459477,0.0,8029.0,459477,939641.0,3871,0.85,3118.48,54.49,41.0,1.75,8.37,38438.0,260.88,55906.0,379.43,390.0,2.65,26672.0,181.02,200.0,1.36,3810.0,25.86,29.0,0.19
6272,QC,2021-04-29,348732,0.0,10913.0,348732,957770.0,1042,0.3,4067.05,127.27,10.0,3.13,2.85,9954.0,116.09,16188.0,188.79,135.0,1.57,7087.0,82.65,68.0,0.79,1012.0,11.81,10.0,0.11
6273,NL,2021-04-29,1068,0.0,6.0,1068,462773.0,2,0.19,204.56,1.15,0.0,0.56,2.9,31.0,5.94,32.0,6.13,0.0,0.0,16.0,3.06,0.0,0.0,2.0,0.44,0.0,0.0
6274,NB,2021-04-29,1900,0.0,36.0,1900,379992.0,10,0.53,243.13,4.61,0.0,1.89,6.26,119.0,15.23,142.0,18.17,3.0,0.38,77.0,9.85,2.0,0.26,11.0,1.41,0.0,0.04
6275,NS,2021-04-29,2360,0.0,67.0,2360,550203.0,70,3.06,240.98,6.84,0.0,2.84,23.22,548.0,55.96,574.0,58.61,1.0,0.1,466.0,47.58,0.0,0.0,67.0,6.8,0.0,0.0
6276,PEI,2021-04-29,179,0.0,0.0,179,889272.0,0,0.0,112.14,0.0,0.0,0.0,6.15,11.0,6.89,12.0,7.52,0.0,0.0,4.0,2.51,0.0,0.0,1.0,0.36,0.0,0.0
6277,YT,2021-04-29,81,0.0,2.0,81,212309.0,0,0.0,192.62,4.76,0.0,2.47,0.0,0.0,0.0,5.0,11.89,1.0,2.38,3.0,7.13,1.0,2.38,0.0,1.02,0.0,0.34
6278,NT,2021-04-29,51,0.0,0.0,51,404420.0,0,0.0,112.93,0.0,0.0,0.0,11.76,6.0,13.29,8.0,17.71,0.0,0.0,5.0,11.07,0.0,0.0,1.0,1.58,0.0,0.0
6279,NU,2021-04-29,490,0.0,4.0,490,297995.0,12,2.51,1245.14,10.16,0.0,0.82,12.45,61.0,155.01,94.0,238.86,0.0,0.0,58.0,147.38,0.0,0.0,8.0,21.05,0.0,0.0
6281,CAN,2021-04-29,1211078,0.0,24169.0,1211078,824233.0,8343,0.69,3186.61,63.59,57.0,2.0,6.89,83447.0,219.57,114354.0,300.89,669.0,1.76,55236.0,145.34,347.0,0.91,7891.0,20.76,50.0,0.13
6282,BC,2021-04-30,129482,0.0,1581.0,129482,481802.0,740,0.57,2515.33,30.71,4.0,1.22,6.27,8116.0,157.66,12402.0,240.92,51.0,0.99,5724.0,111.2,27.0,0.52,818.0,15.89,4.0,0.07
6283,AB,2021-04-30,190734,0.0,2082.0,190734,933330.0,2007,1.06,4313.42,47.08,7.0,1.09,11.44,21828.0,493.64,22941.0,518.81,48.0,1.09,11957.0,270.41,23.0,0.52,1708.0,38.63,3.0,0.07
6284,SK,2021-04-30,41098,0.0,491.0,41098,648937.0,274,0.67,3486.78,41.66,4.0,1.19,5.9,2426.0,205.82,3474.0,294.74,29.0,2.46,1701.0,144.31,20.0,1.7,243.0,20.62,3.0,0.24
6285,MB,2021-04-30,38722,0.0,974.0,38722,490503.0,288,0.75,2807.44,70.62,1.0,2.52,6.12,2368.0,171.69,2913.0,211.2,19.0,1.38,1659.0,120.28,10.0,0.73,237.0,17.18,1.0,0.1
6286,ON,2021-04-30,463364,0.0,8050.0,463364,943506.0,3887,0.85,3144.86,54.64,21.0,1.74,8.21,38062.0,258.33,54981.0,373.16,386.0,2.62,26054.0,176.83,187.0,1.27,3722.0,25.26,27.0,0.18
6287,QC,2021-04-30,349773,0.0,10926.0,349773,962689.0,1041,0.3,4079.19,127.42,13.0,3.12,2.77,9673.0,112.81,15702.0,183.12,141.0,1.64,7085.0,82.63,70.0,0.82,1012.0,11.8,10.0,0.12
6288,NL,2021-04-30,1076,0.0,6.0,1076,463778.0,8,0.75,206.09,1.15,0.0,0.56,3.44,37.0,7.09,37.0,7.09,0.0,0.0,23.0,4.41,0.0,0.0,3.0,0.63,0.0,0.0
6289,NB,2021-04-30,1915,0.0,36.0,1915,381957.0,15,0.79,245.05,4.61,0.0,1.88,6.68,128.0,16.38,148.0,18.94,3.0,0.38,76.0,9.73,2.0,0.26,11.0,1.39,0.0,0.04
6290,NS,2021-04-30,2427,0.0,67.0,2427,563295.0,67,2.84,247.82,6.84,0.0,2.76,24.27,589.0,60.14,635.0,64.84,0.0,0.0,489.0,49.93,0.0,0.0,70.0,7.13,0.0,0.0
6291,PEI,2021-04-30,181,0.0,0.0,181,894609.0,2,1.12,113.39,0.0,0.0,0.0,6.63,12.0,7.52,14.0,8.77,0.0,0.0,6.0,3.76,0.0,0.0,1.0,0.54,0.0,0.0
6292,YT,2021-04-30,81,0.0,2.0,81,212570.0,0,0.0,192.62,4.76,0.0,2.47,0.0,0.0,0.0,5.0,11.89,1.0,2.38,1.0,2.38,1.0,2.38,0.0,0.34,0.0,0.34
6293,NT,2021-04-30,51,0.0,0.0,51,406346.0,0,0.0,112.93,0.0,0.0,0.0,11.76,6.0,13.29,8.0,17.71,0.0,0.0,3.0,6.64,0.0,0.0,0.0,0.95,0.0,0.0
6294,NU,2021-04-30,501,0.0,4.0,501,301908.0,11,2.24,1273.09,10.16,0.0,0.8,13.37,67.0,170.25,93.0,236.32,0.0,0.0,60.0,152.47,0.0,0.0,9.0,21.78,0.0,0.0
6296,CAN,2021-04-30,1219418,0.0,24219.0,1219418,828288.0,8340,0.69,3208.55,63.73,50.0,1.99,6.83,83312.0,219.21,113353.0,298.26,678.0,1.78,54838.0,144.29,340.0,0.89,7834.0,20.61,49.0,0.13
6297,BC,2021-05-01,130317,0.0,1581.0,130317,483803.0,835,0.64,2531.55,30.71,0.0,1.21,6.87,8951.0,173.88,12210.0,237.19,51.0,0.99,5678.0,110.3,18.0,0.35,811.0,15.76,3.0,0.05
6298,AB,2021-05-01,193167,0.0,2083.0,193167,937617.0,2433,1.28,4368.44,47.11,1.0,1.08,11.65,22504.0,508.92,23888.0,540.22,46.0,1.04,12798.0,289.42,19.0,0.43,1828.0,41.35,3.0,0.06
6299,SK,2021-05-01,41360,0.0,494.0,41360,652209.0,262,0.64,3509.01,41.91,3.0,1.19,5.93,2452.0,208.03,3489.0,296.01,30.0,2.55,1677.0,142.28,21.0,1.78,240.0,20.33,3.0,0.25
6300,MB,2021-05-01,38993,0.0,976.0,38993,494712.0,271,0.7,2827.09,70.76,2.0,2.5,6.32,2466.0,178.79,3004.0,217.8,18.0,1.31,1654.0,119.92,9.0,0.65,236.0,17.13,1.0,0.09
6301,ON,2021-05-01,466733,0.0,8079.0,466733,947108.0,3369,0.73,3167.72,54.83,29.0,1.73,8.01,37393.0,253.79,53988.0,366.42,381.0,2.59,25329.0,171.91,192.0,1.3,3618.0,24.56,27.0,0.19
6302,QC,2021-05-01,350874,0.0,10933.0,350874,967470.0,1101,0.31,4092.03,127.5,7.0,3.12,2.73,9579.0,111.71,15266.0,178.04,140.0,1.63,7080.0,82.57,64.0,0.75,1011.0,11.8,9.0,0.11
6303,NL,2021-05-01,1081,0.0,6.0,1081,465556.0,5,0.46,207.05,1.15,0.0,0.56,3.42,37.0,7.09,39.0,7.47,0.0,0.0,25.0,4.79,0.0,0.0,4.0,0.68,0.0,0.0
